SaleKey,InvoiceNumber,SaleDate,GameKey,CustomerKey,RetailerKey,UnitsSold,UnitPrice,DiscountPct,UnitCost,NetSalesAmount,TotalCostAmount,GrossProfitAmount,GrossMarginPct,PromoFlag,OrderSource
239,INV10238,2023-03-29,141,266,13,4,52.0,0.17,21.57,172.64,86.28,86.36,0.5002,False,Website
240,INV10239,2023-03-01,25,138,162,2,25.98,0.33,11.9,34.81,23.8,11.01,0.3163,False,Website
241,INV10240,2022-10-07,228,434,344,1,44.17,0.39,22.24,26.94,22.24,4.7,0.1745,True,Retail POS
242,INV10241,2022-08-09,89,44,449,2,54.26,0.13,20.94,94.41,41.88,52.53,0.5564,False,Mobile App
243,INV10242,2024-02-13,92,374,332,1,58.94,0.21,22.14,46.56,22.14,24.42,0.5245,False,Retail POS
244,INV10243,2023-06-09,42,432,264,2,20.99,0.2,8.7,33.58,17.4,16.18,0.4818,True,Mobile App
245,INV10244,2022-04-27,373,471,83,1,64.51,0.38,29.05,40.0,29.05,10.95,0.2738,True,Mobile App
246,INV10245,2022-12-20,295,262,265,1,48.45,0.19,28.36,39.24,28.36,10.88,0.2773,True,Mobile App
247,INV10246,2023-03-17,414,216,412,3,60.59,0.28,32.03,130.87,96.09,34.78,0.2658,True,Mobile App
248,INV10247,2022-04-24,389,121,334,1,60.39,0.37,25.9,38.05,25.9,12.15,0.3193,True,Mobile App
249,INV10248,2022-10-18,81,152,380,1,29.48,0.15,9.32,25.06,9.32,15.74,0.6281,True,Retail POS
250,INV10249,2023-11-26,402,213,219,3,25.5,0.36,8.94,48.96,26.82,22.14,0.4522,False,Mobile App
251,INV10250,2023-11-26,107,234,146,5,56.05,0.37,24.48,176.56,122.4,54.16,0.3068,True,Website
252,INV10251,2023-08-31,111,351,298,5,27.81,0.37,15.13,87.6,75.65,11.95,0.1364,True,Retail POS
253,INV10252,2023-05-14,277,111,297,3,62.49,0.11,25.88,166.85,77.64,89.21,0.5347,True,Retail POS
254,INV10253,2023-06-24,214,442,454,4,56.3,0.16,25.99,189.17,103.96,85.21,0.4504,True,Mobile App
255,INV10254,2023-11-15,231,361,161,1,62.08,0.35,35.23,40.35,35.23,5.12,0.1269,False,Website
256,INV10255,2022-11-12,306,320,229,1,34.94,0.14,20.06,30.05,20.06,9.99,0.3324,False,Website
257,INV10256,2022-02-16,121,222,234,3,35.82,0.24,13.06,81.67,39.18,42.49,0.5203,False,Mobile App
258,INV10257,2022-08-14,134,440,89,3,53.55,0.05,16.77,152.62,50.31,102.31,0.6704,True,Mobile App
259,INV10258,2023-02-09,306,226,333,4,21.56,0.02,8.44,84.52,33.76,50.76,0.6006,True,Website
260,INV10259,2023-09-06,208,210,310,5,56.31,0.16,28.65,236.5,143.25,93.25,0.3943,False,Retail POS
261,INV10260,2022-02-26,450,396,215,2,61.78,0.23,36.16,95.14,72.32,22.82,0.2399,False,Retail POS
262,INV10261,2022-01-08,371,419,420,5,40.75,0.16,13.17,171.15,65.85,105.3,0.6152,True,Mobile App
263,INV10262,2022-07-29,257,71,97,1,58.23,0.23,17.97,44.84,17.97,26.87,0.5992,True,Retail POS
264,INV10263,2022-11-05,185,489,213,3,28.72,0.21,16.23,68.07,48.69,19.38,0.2847,True,Retail POS
265,INV10264,2022-08-05,286,360,354,4,36.1,0.27,18.93,105.41,75.72,29.69,0.2817,True,Website
266,INV10265,2024-02-25,442,89,312,5,68.71,0.26,41.07,254.23,205.35,48.88,0.1923,True,Retail POS
267,INV10266,2022-05-21,363,262,100,4,69.31,0.17,29.04,230.11,116.16,113.95,0.4952,False,Website
268,INV10267,2024-02-22,180,449,145,5,45.62,0.17,19.38,189.32,96.9,92.42,0.4882,True,Mobile App
269,INV10268,2022-09-19,421,366,10,1,66.7,0.06,23.46,62.7,23.46,39.24,0.6258,False,Mobile App
270,INV10269,2022-10-24,48,464,471,2,46.13,0.21,15.44,72.89,30.88,42.01,0.5763,True,Website
271,INV10270,2022-12-02,87,188,44,4,34.57,0.23,16.37,106.48,65.48,41.0,0.385,False,Website
272,INV10271,2022-05-03,385,112,251,4,33.33,0.19,13.64,107.99,54.56,53.43,0.4948,False,Mobile App
273,INV10272,2022-01-08,19,452,386,2,66.47,0.13,21.54,115.66,43.08,72.58,0.6275,False,Website
274,INV10273,2023-05-25,46,413,227,4,28.61,0.29,16.2,81.25,64.8,16.45,0.2025,True,Mobile App
275,INV10274,2024-02-04,451,422,398,4,48.97,0.03,17.61,190.0,70.44,119.56,0.6293,True,Mobile App
276,INV10275,2023-03-17,386,239,249,5,47.77,0.37,25.06,150.48,125.3,25.18,0.1673,True,Mobile App
277,INV10276,2022-06-29,56,476,495,5,56.97,0.01,21.91,282.0,109.55,172.45,0.6115,False,Mobile App
278,INV10277,2022-05-13,229,256,493,2,44.95,0.38,24.45,55.74,48.9,6.84,0.1227,False,Mobile App
279,INV10278,2023-01-25,145,150,169,1,33.6,0.18,11.27,27.55,11.27,16.28,0.5909,True,Mobile App
280,INV10279,2023-06-30,92,127,130,4,28.46,0.17,14.99,94.49,59.96,34.53,0.3654,False,Retail POS
281,INV10280,2023-12-22,82,392,19,1,51.03,0.1,16.81,45.93,16.81,29.12,0.634,False,Retail POS
282,INV10281,2022-08-24,225,319,336,2,55.94,0.0,24.28,111.88,48.56,63.32,0.566,False,Mobile App
283,INV10282,2023-05-28,79,480,235,2,48.47,0.11,25.21,86.28,50.42,35.86,0.4156,False,Retail POS
284,INV10283,2023-07-27,150,481,492,5,56.91,0.04,20.03,273.17,100.15,173.02,0.6334,True,Website
285,INV10284,2024-05-03,361,397,345,4,27.07,0.26,10.44,80.13,41.76,38.37,0.4788,False,Website
286,INV10285,2023-11-16,283,411,1,3,64.11,0.13,35.87,167.33,107.61,59.72,0.3569,True,Mobile App
287,INV10286,2024-04-05,311,402,130,2,49.11,0.31,27.77,67.77,55.54,12.23,0.1805,False,Retail POS
288,INV10287,2022-12-29,485,274,496,4,26.33,0.08,8.25,96.89,33.0,63.89,0.6594,False,Website
289,INV10288,2022-03-15,160,333,27,1,43.09,0.36,15.1,27.58,15.1,12.48,0.4525,True,Website
290,INV10289,2023-02-11,316,470,2,5,62.23,0.21,20.86,245.81,104.3,141.51,0.5757,False,Website
291,INV10290,2024-06-01,365,446,250,1,64.87,0.05,22.96,61.63,22.96,38.67,0.6275,True,Website
292,INV10291,2024-01-30,467,398,222,2,33.22,0.16,19.63,55.81,39.26,16.55,0.2965,True,Retail POS
293,INV10292,2022-02-13,156,139,435,2,55.55,0.08,25.86,102.21,51.72,50.49,0.494,True,Website
294,INV10293,2023-03-23,156,103,138,1,24.99,0.08,11.01,22.99,11.01,11.98,0.5211,True,Website
295,INV10294,2022-01-20,376,242,275,2,21.67,0.2,12.9,34.67,25.8,8.87,0.2558,True,Website
296,INV10295,2023-04-16,202,117,490,4,48.01,0.27,22.42,140.19,89.68,50.51,0.3603,True,Mobile App
297,INV10296,2022-03-21,468,214,464,2,54.73,0.36,27.27,70.05,54.54,15.51,0.2214,True,Website
298,INV10297,2024-06-01,409,484,141,5,59.78,0.2,23.9,239.12,119.5,119.62,0.5003,False,Website
299,INV10298,2022-11-17,341,17,432,4,37.0,0.39,15.34,90.28,61.36,28.92,0.3203,True,Retail POS
300,INV10299,2023-08-13,462,179,256,3,20.32,0.38,9.72,37.8,29.16,8.64,0.2286,False,Website
301,INV10300,2023-03-16,342,224,370,2,43.97,0.35,14.11,57.16,28.22,28.94,0.5063,False,Website
302,INV10301,2023-08-11,117,270,312,2,20.78,0.2,7.83,33.25,15.66,17.59,0.529,False,Website
303,INV10302,2023-02-19,154,490,456,5,24.59,0.06,8.83,115.57,44.15,71.42,0.618,True,Mobile App
304,INV10303,2023-12-28,364,313,440,5,36.32,0.09,11.07,165.26,55.35,109.91,0.6651,True,Retail POS
305,INV10304,2023-10-18,331,349,434,1,41.85,0.26,19.3,30.97,19.3,11.67,0.3768,False,Retail POS
306,INV10305,2023-03-04,119,134,95,1,33.96,0.17,15.9,28.19,15.9,12.29,0.436,True,Mobile App
307,INV10306,2022-10-24,199,114,173,1,49.08,0.06,20.38,46.14,20.38,25.76,0.5583,False,Mobile App
308,INV10307,2022-04-28,401,441,473,5,22.76,0.19,8.66,92.18,43.3,48.88,0.5303,False,Retail POS
309,INV10308,2023-02-19,466,132,443,1,27.22,0.01,13.49,26.95,13.49,13.46,0.4994,False,Website
310,INV10309,2022-01-22,263,139,423,1,54.75,0.29,18.64,38.87,18.64,20.23,0.5205,True,Retail POS
311,INV10310,2022-11-29,184,365,405,3,27.1,0.03,12.35,78.86,37.05,41.81,0.5302,False,Mobile App
312,INV10311,2022-06-25,448,232,439,1,51.98,0.25,27.57,38.98,27.57,11.41,0.2927,True,Website
313,INV10312,2024-03-31,148,458,57,2,22.72,0.32,7.94,30.9,15.88,15.02,0.4861,False,Retail POS
314,INV10313,2023-09-25,166,375,498,5,40.36,0.05,21.23,191.71,106.15,85.56,0.4463,True,Website
315,INV10314,2023-04-17,75,92,102,4,28.86,0.21,15.24,91.2,60.96,30.24,0.3316,False,Website
316,INV10315,2024-05-01,236,267,169,3,25.47,0.31,8.1,52.72,24.3,28.42,0.5391,True,Mobile App
317,INV10316,2023-12-08,314,99,477,5,48.34,0.1,14.77,217.53,73.85,143.68,0.6605,False,Retail POS
318,INV10317,2023-01-06,272,207,70,5,66.41,0.07,39.33,308.81,196.65,112.16,0.3632,True,Mobile App
319,INV10318,2022-04-01,179,8,338,2,22.73,0.13,8.14,39.55,16.28,23.27,0.5884,True,Retail POS
320,INV10319,2023-03-24,283,468,49,1,41.07,0.22,22.45,32.03,22.45,9.58,0.2991,True,Retail POS
321,INV10320,2024-05-14,51,370,428,2,55.37,0.23,25.94,85.27,51.88,33.39,0.3916,False,Website
322,INV10321,2022-04-19,75,443,419,1,43.12,0.05,16.36,40.96,16.36,24.6,0.6006,False,Website
323,INV10322,2022-09-07,144,405,347,1,60.31,0.18,20.44,49.45,20.44,29.01,0.5867,False,Website
324,INV10323,2023-03-23,343,321,5,5,28.97,0.11,13.01,128.92,65.05,63.87,0.4954,True,Mobile App
325,INV10324,2023-08-27,188,93,455,1,67.97,0.34,28.7,44.86,28.7,16.16,0.3602,True,Website
326,INV10325,2023-02-15,123,408,202,3,39.25,0.13,20.0,102.44,60.0,42.44,0.4143,False,Mobile App
327,INV10326,2023-06-21,332,158,202,3,37.07,0.34,21.18,73.4,63.54,9.86,0.1343,False,Website
328,INV10327,2022-03-22,251,360,179,3,63.72,0.17,34.51,158.66,103.53,55.13,0.3475,True,Mobile App
329,INV10328,2023-02-10,296,99,57,5,48.18,0.29,18.42,171.04,92.1,78.94,0.4615,False,Retail POS
330,INV10329,2024-06-10,323,225,186,2,45.81,0.2,25.82,73.3,51.64,21.66,0.2955,True,Mobile App
331,INV10330,2022-11-14,130,340,92,4,56.34,0.25,30.99,169.02,123.96,45.06,0.2666,True,Mobile App
332,INV10331,2024-02-03,252,441,292,1,48.98,0.16,28.35,41.14,28.35,12.79,0.3109,True,Mobile App
333,INV10332,2022-12-14,358,208,394,4,28.12,0.31,12.31,77.61,49.24,28.37,0.3655,False,Retail POS
334,INV10333,2022-08-15,432,73,434,2,53.7,0.17,28.49,89.14,56.98,32.16,0.3608,True,Mobile App
335,INV10334,2022-12-08,180,479,483,2,26.66,0.18,12.73,43.72,25.46,18.26,0.4177,False,Retail POS
336,INV10335,2024-03-08,408,401,227,5,60.28,0.21,23.7,238.11,118.5,119.61,0.5023,True,Website
337,INV10336,2022-06-22,349,59,421,3,69.48,0.33,41.57,139.65,124.71,14.94,0.107,False,Website
338,INV10337,2022-03-20,495,287,112,3,38.86,0.26,12.1,86.27,36.3,49.97,0.5792,False,Retail POS
339,INV10338,2023-06-07,110,64,148,2,42.23,0.14,14.72,72.64,29.44,43.2,0.5947,True,Mobile App
340,INV10339,2023-10-11,482,256,269,5,22.31,0.27,12.67,81.43,63.35,18.08,0.222,True,Website
341,INV10340,2022-04-27,468,48,203,5,20.68,0.26,6.58,76.52,32.9,43.62,0.57,True,Mobile App
342,INV10341,2023-06-28,338,279,378,1,66.06,0.37,37.39,41.62,37.39,4.23,0.1016,True,Mobile App
343,INV10342,2023-06-07,78,198,365,3,26.42,0.34,13.59,52.31,40.77,11.54,0.2206,False,Retail POS
344,INV10343,2022-07-18,466,158,403,2,42.28,0.26,13.15,62.57,26.3,36.27,0.5797,False,Website
345,INV10344,2024-03-05,2,311,348,4,60.76,0.14,26.05,209.01,104.2,104.81,0.5015,False,Retail POS
346,INV10345,2022-12-24,321,7,358,3,64.46,0.31,33.93,133.43,101.79,31.64,0.2371,False,Retail POS
347,INV10346,2022-12-26,276,248,56,1,45.96,0.23,21.83,35.39,21.83,13.56,0.3832,False,Retail POS
348,INV10347,2024-01-15,290,368,301,5,48.24,0.39,28.02,147.13,140.1,7.03,0.0478,True,Retail POS
349,INV10348,2024-04-18,297,232,316,2,53.47,0.1,29.96,96.25,59.92,36.33,0.3775,True,Mobile App
350,INV10349,2023-10-23,169,106,452,3,68.06,0.03,27.21,198.05,81.63,116.42,0.5878,False,Website
351,INV10350,2024-04-14,240,494,185,4,50.12,0.03,16.31,194.47,65.24,129.23,0.6645,True,Website
352,INV10351,2022-06-01,459,459,54,1,47.96,0.26,27.97,35.49,27.97,7.52,0.2119,True,Website
353,INV10352,2022-08-30,475,98,37,1,20.72,0.38,9.43,12.85,9.43,3.42,0.2661,True,Mobile App
354,INV10353,2022-04-16,23,268,211,3,24.04,0.0,7.75,72.12,23.25,48.87,0.6776,True,Mobile App
355,INV10354,2022-05-30,294,60,293,4,48.85,0.29,26.62,138.73,106.48,32.25,0.2325,True,Retail POS
356,INV10355,2022-09-20,172,500,270,1,66.8,0.26,37.44,49.43,37.44,11.99,0.2426,True,Retail POS
357,INV10356,2022-07-22,323,308,351,2,63.32,0.29,31.14,89.91,62.28,27.63,0.3073,False,Retail POS
358,INV10357,2022-06-27,318,493,220,1,69.12,0.14,30.02,59.44,30.02,29.42,0.495,True,Retail POS
359,INV10358,2023-09-09,396,495,228,4,46.38,0.33,23.13,124.3,92.52,31.78,0.2557,True,Website
360,INV10359,2022-06-06,286,411,428,5,59.39,0.02,30.41,291.01,152.05,138.96,0.4775,False,Retail POS
361,INV10360,2024-02-18,479,140,358,5,62.01,0.3,35.22,217.04,176.1,40.94,0.1886,False,Mobile App
362,INV10361,2024-02-17,343,397,211,3,52.39,0.11,30.74,139.88,92.22,47.66,0.3407,False,Mobile App
363,INV10362,2023-11-03,193,328,298,4,36.93,0.19,16.78,119.65,67.12,52.53,0.439,True,Mobile App
364,INV10363,2022-03-19,169,464,1,1,43.49,0.33,23.46,29.14,23.46,5.68,0.1949,False,Retail POS
365,INV10364,2022-07-01,404,190,23,1,62.89,0.11,37.06,55.97,37.06,18.91,0.3379,True,Website
366,INV10365,2024-03-02,118,125,448,5,34.92,0.07,12.06,162.38,60.3,102.08,0.6286,False,Website
367,INV10366,2023-10-06,6,413,284,5,66.18,0.27,20.22,241.56,101.1,140.46,0.5815,True,Retail POS
368,INV10367,2023-05-21,331,163,496,2,31.48,0.21,17.65,49.74,35.3,14.44,0.2903,True,Retail POS
369,INV10368,2023-04-21,483,60,388,5,57.47,0.21,20.61,227.01,103.05,123.96,0.5461,False,Mobile App
370,INV10369,2024-02-12,132,413,425,2,51.52,0.1,16.11,92.74,32.22,60.52,0.6526,True,Mobile App
371,INV10370,2023-08-01,93,31,188,1,57.47,0.01,20.0,56.9,20.0,36.9,0.6485,True,Website
372,INV10371,2024-02-18,251,333,18,2,41.86,0.16,17.38,70.32,34.76,35.56,0.5057,True,Mobile App
373,INV10372,2023-08-17,10,76,447,2,66.62,0.04,24.37,127.91,48.74,79.17,0.619,True,Mobile App
374,INV10373,2023-04-05,51,243,445,3,51.61,0.36,20.21,99.09,60.63,38.46,0.3881,False,Retail POS
375,INV10374,2023-11-29,349,317,49,5,34.4,0.02,20.39,168.56,101.95,66.61,0.3952,False,Website
376,INV10375,2023-08-02,294,258,47,2,51.91,0.17,26.54,86.17,53.08,33.09,0.384,False,Retail POS
377,INV10376,2023-10-21,129,417,115,1,34.33,0.02,17.63,33.64,17.63,16.01,0.4759,True,Website
378,INV10377,2023-10-13,488,456,39,4,34.67,0.04,11.39,133.13,45.56,87.57,0.6578,False,Retail POS
379,INV10378,2023-10-02,392,190,217,2,39.97,0.26,20.77,59.16,41.54,17.62,0.2978,False,Website
380,INV10379,2022-11-27,249,489,210,5,62.61,0.26,32.67,231.66,163.35,68.31,0.2949,True,Mobile App
381,INV10380,2024-06-03,102,377,262,3,45.0,0.01,22.41,133.65,67.23,66.42,0.497,False,Website
382,INV10381,2023-10-05,337,315,211,1,53.94,0.0,19.88,53.94,19.88,34.06,0.6314,False,Website
383,INV10382,2022-11-20,83,296,53,3,39.59,0.03,16.9,115.21,50.7,64.51,0.5599,False,Retail POS
384,INV10383,2022-06-04,191,177,460,4,33.17,0.31,18.37,91.55,73.48,18.07,0.1974,True,Website
385,INV10384,2023-03-27,417,489,281,2,67.72,0.23,33.93,104.29,67.86,36.43,0.3493,False,Website
386,INV10385,2022-03-11,143,288,355,2,50.17,0.02,26.08,98.33,52.16,46.17,0.4695,False,Website
387,INV10386,2023-04-26,237,294,321,5,66.69,0.2,31.76,266.76,158.8,107.96,0.4047,False,Retail POS
388,INV10387,2023-03-29,287,348,133,2,30.16,0.28,13.12,43.43,26.24,17.19,0.3958,True,Website
389,INV10388,2023-10-09,277,207,449,1,27.33,0.35,14.42,17.76,14.42,3.34,0.1881,True,Retail POS
390,INV10389,2022-11-07,387,215,264,4,62.78,0.37,20.11,158.21,80.44,77.77,0.4916,False,Mobile App
391,INV10390,2024-03-26,382,344,295,3,54.04,0.13,27.13,141.04,81.39,59.65,0.4229,False,Retail POS
392,INV10391,2022-10-09,450,141,111,4,29.32,0.05,17.57,111.42,70.28,41.14,0.3692,False,Website
393,INV10392,2023-08-29,291,85,43,2,33.46,0.09,17.87,60.9,35.74,25.16,0.4131,True,Mobile App
394,INV10393,2022-02-27,169,182,338,3,60.02,0.31,23.24,124.24,69.72,54.52,0.4388,True,Website
395,INV10394,2022-12-27,443,332,238,5,42.68,0.39,16.36,130.17,81.8,48.37,0.3716,False,Retail POS
396,INV10395,2023-06-04,144,128,379,4,53.52,0.19,26.77,173.4,107.08,66.32,0.3825,False,Mobile App
397,INV10396,2022-03-17,184,269,457,3,35.91,0.12,20.42,94.8,61.26,33.54,0.3538,True,Mobile App
398,INV10397,2022-11-14,45,39,389,3,39.05,0.17,18.49,97.23,55.47,41.76,0.4295,True,Mobile App
399,INV10398,2023-04-18,243,23,247,3,69.53,0.12,31.86,183.56,95.58,87.98,0.4793,False,Website
400,INV10399,2023-04-08,315,242,4,1,32.37,0.1,11.27,29.13,11.27,17.86,0.6131,True,Mobile App
401,INV10400,2022-02-08,434,366,364,4,45.31,0.24,23.32,137.74,93.28,44.46,0.3228,False,Mobile App
402,INV10401,2022-02-28,469,107,349,3,62.21,0.01,31.77,184.76,95.31,89.45,0.4841,False,Mobile App
403,INV10402,2023-01-13,268,348,385,4,31.95,0.1,18.85,115.02,75.4,39.62,0.3445,True,Mobile App
404,INV10403,2024-05-01,476,142,350,3,40.75,0.26,15.89,90.46,47.67,42.79,0.473,False,Retail POS
405,INV10404,2022-10-21,253,145,312,5,50.74,0.01,26.74,251.16,133.7,117.46,0.4677,False,Website
406,INV10405,2022-03-20,396,280,173,5,44.05,0.03,18.95,213.64,94.75,118.89,0.5565,False,Website
407,INV10406,2023-10-23,289,245,193,5,42.97,0.12,20.09,189.07,100.45,88.62,0.4687,False,Mobile App
408,INV10407,2024-06-03,212,442,3,2,38.12,0.35,20.77,49.56,41.54,8.02,0.1618,False,Retail POS
409,INV10408,2024-05-25,488,191,278,3,49.32,0.31,18.08,102.09,54.24,47.85,0.4687,False,Mobile App
410,INV10409,2022-04-03,177,290,456,2,51.21,0.01,20.63,101.4,41.26,60.14,0.5931,False,Website
411,INV10410,2023-09-22,21,179,56,4,52.65,0.2,28.01,168.48,112.04,56.44,0.335,True,Website
412,INV10411,2023-09-01,316,112,274,2,23.51,0.11,11.08,41.85,22.16,19.69,0.4705,True,Website
413,INV10412,2023-06-04,52,214,409,4,51.54,0.26,16.89,152.56,67.56,85.0,0.5572,False,Mobile App
414,INV10413,2023-01-29,438,138,176,4,67.65,0.29,29.03,192.13,116.12,76.01,0.3956,True,Mobile App
415,INV10414,2023-04-19,423,374,116,4,47.04,0.35,22.39,122.3,89.56,32.74,0.2677,False,Retail POS
416,INV10415,2023-08-18,233,200,84,2,55.75,0.19,31.94,90.32,63.88,26.44,0.2927,False,Retail POS
417,INV10416,2023-07-22,433,405,159,3,47.83,0.4,17.05,86.09,51.15,34.94,0.4059,True,Website
418,INV10417,2024-03-21,123,421,286,2,62.73,0.39,33.99,76.53,67.98,8.55,0.1117,False,Website
419,INV10418,2024-01-27,362,7,80,3,66.47,0.35,22.55,129.62,67.65,61.97,0.4781,False,Retail POS
420,INV10419,2022-02-12,448,346,66,3,29.2,0.23,10.88,67.45,32.64,34.81,0.5161,True,Website
421,INV10420,2023-04-06,100,13,209,4,41.83,0.16,15.6,140.55,62.4,78.15,0.556,True,Retail POS
422,INV10421,2024-04-09,214,80,10,2,39.61,0.15,22.31,67.34,44.62,22.72,0.3374,True,Mobile App
423,INV10422,2023-08-09,410,286,199,3,40.25,0.0,14.48,120.75,43.44,77.31,0.6402,True,Website
424,INV10423,2023-10-30,327,159,59,5,26.27,0.1,14.08,118.22,70.4,47.82,0.4045,True,Website
425,INV10424,2022-07-12,135,389,234,3,60.67,0.29,26.61,129.23,79.83,49.4,0.3823,True,Retail POS
426,INV10425,2022-11-26,456,416,307,5,21.78,0.24,13.06,82.76,65.3,17.46,0.211,False,Mobile App
427,INV10426,2023-09-12,318,272,244,2,46.4,0.37,25.6,58.46,51.2,7.26,0.1242,True,Website
428,INV10427,2023-05-03,218,495,379,2,53.08,0.02,27.7,104.04,55.4,48.64,0.4675,True,Website
429,INV10428,2023-05-29,88,201,393,2,30.36,0.06,17.04,57.08,34.08,23.0,0.4029,False,Retail POS
430,INV10429,2022-06-04,280,150,54,3,65.28,0.32,32.0,133.17,96.0,37.17,0.2791,False,Mobile App
431,INV10430,2022-03-05,40,448,446,1,61.92,0.14,34.25,53.25,34.25,19.0,0.3568,True,Retail POS
432,INV10431,2023-04-07,240,428,337,3,43.54,0.05,16.47,124.09,49.41,74.68,0.6018,False,Mobile App
433,INV10432,2022-04-16,332,296,393,3,40.55,0.4,13.35,72.99,40.05,32.94,0.4513,False,Mobile App
434,INV10433,2024-04-10,431,493,9,4,31.82,0.31,15.43,87.82,61.72,26.1,0.2972,False,Retail POS
435,INV10434,2024-05-07,136,293,101,4,56.49,0.16,24.31,189.81,97.24,92.57,0.4877,False,Retail POS
436,INV10435,2022-12-18,182,334,408,3,26.58,0.33,11.37,53.43,34.11,19.32,0.3616,False,Mobile App
437,INV10436,2024-01-02,265,272,295,5,54.0,0.27,24.73,197.1,123.65,73.45,0.3727,False,Retail POS
438,INV10437,2022-03-28,259,43,203,4,62.11,0.32,25.37,168.94,101.48,67.46,0.3993,False,Website
439,INV10438,2023-06-01,182,468,392,3,31.41,0.33,15.32,63.13,45.96,17.17,0.272,True,Website
440,INV10439,2023-10-24,21,319,153,1,63.31,0.03,19.57,61.41,19.57,41.84,0.6813,False,Website
441,INV10440,2022-06-26,351,492,110,5,21.66,0.25,12.8,81.22,64.0,17.22,0.212,True,Website
442,INV10441,2022-02-10,432,15,322,2,65.63,0.0,37.9,131.26,75.8,55.46,0.4225,False,Website
443,INV10442,2022-09-11,431,248,266,3,25.91,0.02,15.04,76.18,45.12,31.06,0.4077,False,Retail POS
444,INV10443,2023-12-26,472,172,373,3,52.28,0.36,21.41,100.38,64.23,36.15,0.3601,True,Mobile App
445,INV10444,2023-03-25,196,218,152,5,32.49,0.21,14.93,128.34,74.65,53.69,0.4183,False,Retail POS
446,INV10445,2023-03-26,212,137,496,4,61.82,0.29,36.24,175.57,144.96,30.61,0.1743,False,Website
447,INV10446,2023-06-21,447,321,464,4,45.61,0.34,26.03,120.41,104.12,16.29,0.1353,True,Website
448,INV10447,2023-06-20,16,227,83,4,26.75,0.38,14.37,66.34,57.48,8.86,0.1336,False,Retail POS
449,INV10448,2023-09-17,202,44,443,2,48.54,0.35,20.49,63.1,40.98,22.12,0.3506,False,Retail POS
450,INV10449,2022-06-12,363,20,415,5,40.38,0.19,18.95,163.54,94.75,68.79,0.4206,True,Mobile App
451,INV10450,2023-01-08,218,493,395,5,53.06,0.13,28.54,230.81,142.7,88.11,0.3817,True,Website
452,INV10451,2023-01-17,93,119,134,4,64.09,0.06,24.48,240.98,97.92,143.06,0.5937,False,Retail POS
453,INV10452,2022-10-17,133,454,326,4,40.46,0.16,19.74,135.95,78.96,56.99,0.4192,True,Mobile App
454,INV10453,2023-02-01,139,234,160,1,34.48,0.15,18.91,29.31,18.91,10.4,0.3548,False,Website
455,INV10454,2023-02-23,157,458,39,1,20.72,0.22,10.61,16.16,10.61,5.55,0.3434,False,Website
456,INV10455,2024-03-04,493,368,176,3,48.73,0.27,21.63,106.72,64.89,41.83,0.392,True,Website
457,INV10456,2022-12-13,335,379,13,3,40.1,0.39,19.06,73.38,57.18,16.2,0.2208,True,Retail POS
458,INV10457,2023-11-27,70,417,315,5,38.72,0.29,23.1,137.46,115.5,21.96,0.1598,True,Website
459,INV10458,2023-09-05,304,336,67,5,29.14,0.26,14.0,107.82,70.0,37.82,0.3508,True,Website
460,INV10459,2022-02-23,15,356,440,2,41.49,0.13,22.23,72.19,44.46,27.73,0.3841,False,Mobile App
461,INV10460,2024-03-19,235,262,248,2,69.21,0.01,35.85,137.04,71.7,65.34,0.4768,True,Retail POS
462,INV10461,2023-10-09,212,83,41,1,34.88,0.12,17.8,30.69,17.8,12.89,0.42,True,Mobile App
463,INV10462,2023-10-25,290,31,184,3,49.98,0.31,25.74,103.46,77.22,26.24,0.2536,False,Retail POS
464,INV10463,2022-12-09,60,322,35,1,58.81,0.08,25.66,54.11,25.66,28.45,0.5258,False,Website
465,INV10464,2022-03-09,252,274,422,1,57.45,0.28,25.41,41.36,25.41,15.95,0.3856,False,Mobile App
466,INV10465,2022-12-04,446,234,337,3,36.43,0.23,16.04,84.15,48.12,36.03,0.4282,False,Retail POS
467,INV10466,2022-04-07,2,28,451,2,50.53,0.07,15.66,93.99,31.32,62.67,0.6668,False,Retail POS
468,INV10467,2023-07-26,236,252,290,3,63.55,0.1,23.66,171.58,70.98,100.6,0.5863,False,Website
469,INV10468,2023-11-26,336,324,76,4,20.76,0.2,7.19,66.43,28.76,37.67,0.5671,False,Website
470,INV10469,2023-01-31,19,253,472,4,41.78,0.17,23.64,138.71,94.56,44.15,0.3183,False,Mobile App
471,INV10470,2022-10-18,482,449,70,4,31.2,0.31,11.93,86.11,47.72,38.39,0.4458,False,Mobile App
472,INV10471,2022-09-16,49,239,234,5,39.42,0.29,13.46,139.94,67.3,72.64,0.5191,True,Retail POS
473,INV10472,2024-01-12,78,490,11,2,40.79,0.23,13.7,62.82,27.4,35.42,0.5638,True,Mobile App
474,INV10473,2024-05-22,472,370,368,2,57.32,0.33,29.23,76.81,58.46,18.35,0.2389,False,Website
475,INV10474,2023-11-04,28,464,283,5,24.68,0.23,7.45,95.02,37.25,57.77,0.608,True,Mobile App
476,INV10475,2023-09-10,48,429,304,1,45.62,0.39,20.14,27.83,20.14,7.69,0.2763,False,Mobile App
